Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
alma-oud,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/2AD7DA4F-5136-4187-BC1F-15F2B1BCE026.jpg?v=1736246739,2,Alma Oud — image 2,,,,,,,,,,,,,,,,,,,,
alma-sandalwood,Alma Sandalwood,"<p><span>A soft, warm scent designed for hair and skin.</span></p>
<p><span>Notes: Sandalwood, white musk, dark caramel</span></p>
<p><span>Size: 25g</span></p>
<p><span>A smooth blend of creamy woods and soft sweetness, creating a warm, elegant fragrance that lasts all day. Perfect for layering or wearing alone.</span></p>
<p> </p>
<p> </p>",My Store,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Makhmaria,"collection-alma-makhmaria-s-solid-perfume, collection-warm-and-bold",TRUE,Title,Default Title,,,,,37,25,,,deny,manual,200.00,225.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG_0010.jpg?v=1711472071,1,Alma Sandalwood — image 1,FALSE,Alma Sandalwood,"A soft, warm scent designed for hair and skin. Notes: Sandalwood, white musk, dark caramel Size: 25g A smooth blend of creamy woods and soft sweetness, creating a warm, elegant fragrance that lasts all day. Perfect for layering or wearing alone.",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
almaxeman,AlmaXEman,"<p>Rosy Oud with white musk .</p>
<p>combines ..</p>
<p>Fresh, dewy rose petals, introducing a soft, floral sweetness.</p>
<p>Rich, woody oud, providing a warm and resinous depth that contrasts beautifully with the floral top notes.</p>
<p>White musk, lending a clean, slightly powdery, and creamy undertone that lingers on the skin and hair.</p>
<p>Size : 25 grams </p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-makhmaria-s-solid-perfume, collection-soft-and-clean",TRUE,Title,Default Title,,,,,,0,,,deny,manual,240.00,260.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/19436243-8213-44AB-ADD2-C2724F3B1BE5.jpg?v=1720792656,1,AlmaXEman — image 1,FALSE,AlmaXEman,"Rosy Oud with white musk . combines .. Fresh, dewy rose petals, introducing a soft, floral sweetness. Rich, woody oud, providing a warm and resinous depth that contrasts beautifully with the floral top notes. White musk, lending a clean, slightly powdery, and creamy undertone that lingers on the skin and hair. Size : 2",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
alma-arabia,Alma Arabia,"<p>Arabia scent is infused with saffron, oud, and white musk, for an irresistible fragrance that radiates sophistication and allure.</p>
<p><strong>Contains:<span> </span></strong><span>Saffron</span><span>, Oud, White Musk</span><br><strong data-mce-fragment=""1"">Size:</strong><span> 25g</span> </p>",My Store,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Makhmaria,"collection-alma-makhmaria-s-solid-perfume, collection-arabic-and-deep",TRUE,Title,Default Title,,,,,23,25,,,deny,manual,220.00,250.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG_0006.png?v=1711470852,1,Alma Arabia — image 1,FALSE,Alma Arabia,"Arabia scent is infused with saffron, oud, and white musk, for an irresistible fragrance that radiates sophistication and allure. Contains: Saffron , Oud, White Musk Size: 25g",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
alma-leather,Alma Leather Luxe,"<p>Step into a sophisticated, timeless world with Leather Luxe, <span data-mce-fragment=""1"">It's the perfect finishing touch for those who appreciate the finer things in life.</span></p>
<p><strong>Contains:<span> </span></strong>Leather<span>, Tobacco, White Musk</span><br><strong data-mce-fragment=""1"">Size:</strong><span> 25g</span></p>",My Store,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Makhmaria,"collection-alma-makhmaria-s-solid-perfume, collection-warm-and-bold",TRUE,Title,Default Title,,,,,33,25,,,deny,manual,220.00,250.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG_0009.jpg?v=1711471276,1,Alma Leather Luxe — image 1,FALSE,Alma Leather Luxe,"Step into a sophisticated, timeless world with Leather Luxe, It's the perfect finishing touch for those who appreciate the finer things in life. Contains: Leather , Tobacco, White Musk Size: 25g",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
alma-layering-box,Alma Layering box,<p>Get any solid perfume + any Alma perfume in a luxury gift box with a 100 grams lotion — for the best layering experience ever!!</p>,Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-best-sellers, collection-layering-kits",TRUE,Solid perfume,Oud,Perfume,Alma hair and body perfume,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/03C2349C-CB94-4FFA-8224-C4EB215E9C5F.jpg?v=1752846245,1,Alma Layering box — image 1,FALSE,Alma Layering box,Get any solid perfume + any Alma perfume in a luxury gift box with a 100 grams lotion — for the best layering experience ever!!,,,,,new,TRUE,,,,,,,g,,,active,Layering & kits
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Alma hair and body perfume,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG_4325.jpg?v=1752846311,2,Alma Layering box — image 2,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Alma hair and body perfume,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/2DBB8FD0-6FF7-44B3-9E4D-0D5264A2DC93.jpg?v=1752846245,3,Alma Layering box — image 3,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Alma hair and body perfume,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Leather luxe,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Lolo Vanilla,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Leather luxe,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Lolo Vanilla,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Leather luxe,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Lolo Vanilla,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Leather luxe,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Lolo Vanilla,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Alma hair and body perfume,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Leather luxe,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Lolo Vanilla,lotion,Oud,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Alma hair and body perfume,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Alma hair and body perfume,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Alma hair and body perfume,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Alma hair and body perfume,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Alma hair and body perfume,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Leather luxe,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Leather luxe,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Leather luxe,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Leather luxe,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Leather luxe,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Lolo Vanilla,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Lolo Vanilla,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Lolo Vanilla,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Lolo Vanilla,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Oud,Perfume,Lolo Vanilla,lotion,Lolo vanilla,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Alma hair and body perfume,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Alma hair and body perfume,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Alma hair and body perfume,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Alma hair and body perfume,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Alma hair and body perfume,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Leather luxe,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Leather luxe,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Leather luxe,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Leather luxe,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Leather luxe,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Lolo Vanilla,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Lolo Vanilla,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Lolo Vanilla,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Lolo Vanilla,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Sandalwood,Perfume,Lolo Vanilla,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Alma hair and body perfume,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Alma hair and body perfume,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Alma hair and body perfume,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Alma hair and body perfume,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Alma hair and body perfume,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Leather luxe,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Leather luxe,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Leather luxe,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Leather luxe,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Leather luxe,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Lolo Vanilla,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Lolo Vanilla,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Lolo Vanilla,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Lolo Vanilla,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Arabia,Perfume,Lolo Vanilla,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Alma hair and body perfume,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Alma hair and body perfume,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Alma hair and body perfume,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Alma hair and body perfume,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Alma hair and body perfume,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Leather luxe,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Leather luxe,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Leather luxe,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Leather luxe,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Leather luxe,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Lolo Vanilla,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Lolo Vanilla,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Lolo Vanilla,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Lolo Vanilla,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Leather luxe,Perfume,Lolo Vanilla,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Alma hair and body perfume,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Alma hair and body perfume,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Alma hair and body perfume,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Alma hair and body perfume,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Alma hair and body perfume,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Leather luxe,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Leather luxe,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Leather luxe,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Leather luxe,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Leather luxe,lotion,Lolo vanilla,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Lolo Vanilla,lotion,Sandalwood,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Lolo Vanilla,lotion,Vanilla bloom,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Lolo Vanilla,lotion,Leather luxe,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Lolo Vanilla,lotion,Arabia,,0,,,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Lolo vanilla,Perfume,Lolo Vanilla,lotion,Lolo vanilla,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Alma hair and body perfume,lotion,Oud,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Alma hair and body perfume,lotion,Sandalwood,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Alma hair and body perfume,lotion,Vanilla bloom,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Alma hair and body perfume,lotion,Leather luxe,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Alma hair and body perfume,lotion,Arabia,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Alma hair and body perfume,lotion,Lolo vanilla,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Leather luxe,lotion,Oud,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
